warning: `VIRTUAL_ENV=/home/s.nanako/nanoGPT/.venv` does not match the project environment path `.venv` and will be ignored
/home/s.nanako/nanogpt/.venv/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
/home/s.nanako/nanogpt/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
wandb: Currently logged in as: nac-39 (nac-39-nagoya-univ-) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run zvlytfeh
wandb: Tracking run with wandb version 0.22.3
wandb: Run data is saved locally in /home/s.nanako/nanogpt/wandb/run-20251110_184521-zvlytfeh
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run no-ffn-gpt2_1762767916.4742754
wandb: ⭐️ View project at https://wandb.ai/nac-39-nagoya-univ-/no-ffn-gpt2
wandb: 🚀 View run at https://wandb.ai/nac-39-nagoya-univ-/no-ffn-gpt2/runs/zvlytfeh
Overriding config with config/train_gpt2.py:
# config for training GPT-2 (124M) down to very nice loss of ~2.85 on 1 node of 8X A100 40GB
# launch as the following (e.g. in a screen session) and wait ~5 days:
# $ torchrun --standalone --nproc_per_node=8 train.py config/train_gpt2.py
import time

wandb_log = True
# wandb_project = 'owt'
# wandb_run_name='gpt2-124M'
wandb_project = "no-ffn-gpt2"
wandb_run_name = "no-ffn-gpt2" + "_" + str(time.time())
# these make the total batch size be ~0.5M
# 12 batch size * 1024 block size * 5 gradaccum * 8 GPUs = 491,520
batch_size = 12
block_size = 1024
gradient_accumulation_steps = 5 * 8

# this makes total number of tokens be 300B
max_iters = 600000
lr_decay_iters = 600000

# eval stuff
eval_interval = 1000
eval_iters = 200
log_interval = 10

# weight decay
weight_decay = 1e-1

tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.58M
num decayed parameter tensors: 62, with 124,354,560 parameters
num non-decayed parameter tensors: 13, with 9,984 parameters
iter 72250: loss 3.0189, time 5082.09ms, mfu 26.20%
iter 72260: loss 3.2296, time 5093.55ms, mfu 26.22%
iter 72270: loss 3.1782, time 5110.07ms, mfu 26.24%
iter 72280: loss 3.3343, time 5117.18ms, mfu 26.24%
iter 72290: loss 3.1203, time 5120.51ms, mfu 26.25%
iter 72300: loss 3.0462, time 5122.17ms, mfu 26.25%
iter 72310: loss 3.2953, time 5135.18ms, mfu 26.25%
iter 72320: loss 3.2127, time 5130.95ms, mfu 26.25%
iter 72330: loss 3.1226, time 5120.80ms, mfu 26.25%
iter 72340: loss 3.2478, time 5118.19ms, mfu 26.26%
iter 72350: loss 3.1438, time 5120.37ms, mfu 26.26%
iter 72360: loss 3.2418, time 5100.76ms, mfu 26.28%
iter 72370: loss 3.1403, time 5068.50ms, mfu 26.31%
iter 72380: loss 3.1159, time 5051.07ms, mfu 26.34%
iter 72390: loss 3.1474, time 5052.12ms, mfu 26.37%
iter 72400: loss 3.2209, time 5041.30ms, mfu 26.41%
iter 72410: loss 3.3518, time 5017.49ms, mfu 26.45%
iter 72420: loss 3.2844, time 5014.54ms, mfu 26.49%
iter 72430: loss 3.2248, time 5031.16ms, mfu 26.52%
iter 72440: loss 3.2608, time 5075.59ms, mfu 26.52%
iter 72450: loss 3.1303, time 5076.14ms, mfu 26.52%
iter 72460: loss 3.0292, time 5092.45ms, mfu 26.51%
iter 72470: loss 3.1735, time 5099.91ms, mfu 26.50%
iter 72480: loss 3.0685, time 5109.74ms, mfu 26.49%
iter 72490: loss 3.0680, time 5102.69ms, mfu 26.48%
iter 72500: loss 3.0035, time 5120.57ms, mfu 26.46%
iter 72510: loss 3.1372, time 5118.14ms, mfu 26.44%
iter 72520: loss 3.1569, time 5124.37ms, mfu 26.43%
iter 72530: loss 3.2209, time 5145.79ms, mfu 26.40%
iter 72540: loss 3.1796, time 5122.38ms, mfu 26.39%
iter 72550: loss 3.1519, time 5122.28ms, mfu 26.38%
iter 72560: loss 3.1541, time 5112.92ms, mfu 26.37%
iter 72570: loss 3.0526, time 5113.85ms, mfu 26.37%
iter 72580: loss 3.2347, time 5101.25ms, mfu 26.37%
iter 72590: loss 3.1492, time 5098.32ms, mfu 26.38%
iter 72600: loss 3.1175, time 5117.62ms, mfu 26.37%
iter 72610: loss 3.0457, time 5112.67ms, mfu 26.37%
iter 72620: loss 3.1401, time 5124.96ms, mfu 26.36%
iter 72630: loss 3.0092, time 5132.39ms, mfu 26.34%
iter 72640: loss 3.1591, time 5125.08ms, mfu 26.34%
iter 72650: loss 3.1286, time 5117.39ms, mfu 26.34%
iter 72660: loss 3.2761, time 5124.07ms, mfu 26.33%
iter 72670: loss 3.2320, time 5122.88ms, mfu 26.32%
iter 72680: loss 3.1207, time 5114.04ms, mfu 26.33%
iter 72690: loss 3.0685, time 5129.70ms, mfu 26.32%
iter 72700: loss 3.0186, time 5133.13ms, mfu 26.31%
iter 72710: loss 3.1845, time 5137.10ms, mfu 26.30%
iter 72720: loss 2.8523, time 5143.64ms, mfu 26.29%
iter 72730: loss 3.2171, time 5163.57ms, mfu 26.27%
iter 72740: loss 3.1601, time 5134.06ms, mfu 26.26%
iter 72750: loss 3.0638, time 5138.06ms, mfu 26.26%
iter 72760: loss 3.3151, time 5117.97ms, mfu 26.26%
iter 72770: loss 3.1466, time 5118.93ms, mfu 26.27%
iter 72780: loss 3.5710, time 5142.00ms, mfu 26.26%
iter 72790: loss 3.1848, time 5152.22ms, mfu 26.25%
iter 72800: loss 2.9786, time 5140.10ms, mfu 26.24%
iter 72810: loss 3.2251, time 5166.67ms, mfu 26.22%
iter 72820: loss 3.0584, time 5168.18ms, mfu 26.21%
iter 72830: loss 3.0624, time 5174.98ms, mfu 26.19%
iter 72840: loss 3.0003, time 5160.98ms, mfu 26.18%
iter 72850: loss 3.0795, time 5136.95ms, mfu 26.18%
iter 72860: loss 3.1783, time 5136.23ms, mfu 26.18%
iter 72870: loss 3.2577, time 5109.69ms, mfu 26.20%
iter 72880: loss 3.3964, time 5108.30ms, mfu 26.22%
iter 72890: loss 3.1983, time 5118.99ms, mfu 26.23%
iter 72900: loss 3.3190, time 5125.03ms, mfu 26.23%
iter 72910: loss 3.1798, time 5130.18ms, mfu 26.23%
iter 72920: loss 3.2379, time 5141.40ms, mfu 26.23%
iter 72930: loss 2.9846, time 5150.74ms, mfu 26.22%
iter 72940: loss 3.3322, time 5150.83ms, mfu 26.21%
iter 72950: loss 3.1172, time 5139.39ms, mfu 26.21%
iter 72960: loss 3.3350, time 5135.15ms, mfu 26.21%
iter 72970: loss 3.3059, time 5124.17ms, mfu 26.22%
iter 72980: loss 2.9975, time 5133.38ms, mfu 26.22%
iter 72990: loss 3.2234, time 5125.42ms, mfu 26.22%
step 73000: train loss 3.1411, val loss 3.1506
saving checkpoint to out
iter 73000: loss 3.0498, time 30881.05ms, mfu 24.04%
iter 73010: loss 3.0268, time 5147.77ms, mfu 24.25%
iter 73020: loss 3.2031, time 5165.07ms, mfu 24.43%
iter 73030: loss 3.4639, time 5168.90ms, mfu 24.59%
iter 73040: loss 3.2220, time 5167.66ms, mfu 24.74%
iter 73050: loss 3.1218, time 5125.42ms, mfu 24.89%
iter 73060: loss 3.2013, time 5118.77ms, mfu 25.03%
iter 73070: loss 3.2912, time 5115.25ms, mfu 25.16%
iter 73080: loss 3.0193, time 5081.79ms, mfu 25.30%
iter 73090: loss 3.3962, time 5097.65ms, mfu 25.41%
iter 73100: loss 3.0612, time 5103.70ms, mfu 25.51%
iter 73110: loss 3.3104, time 5112.38ms, mfu 25.59%
iter 73120: loss 3.1328, time 5125.11ms, mfu 25.66%
iter 73130: loss 3.3662, time 5142.37ms, mfu 25.71%
iter 73140: loss 3.1069, time 5123.93ms, mfu 25.77%
iter 73150: loss 3.2615, time 5124.01ms, mfu 25.82%
iter 73160: loss 3.1169, time 5127.67ms, mfu 25.86%
iter 73170: loss 3.2456, time 5124.85ms, mfu 25.90%
iter 73180: loss 3.1350, time 5131.78ms, mfu 25.94%
iter 73190: loss 3.1777, time 5148.47ms, mfu 25.96%
iter 73200: loss 3.3459, time 5153.38ms, mfu 25.98%
iter 73210: loss 3.1171, time 5137.32ms, mfu 26.00%
iter 73220: loss 2.9904, time 5099.34ms, mfu 26.04%
iter 73230: loss 3.2410, time 5097.21ms, mfu 26.08%
iter 73240: loss 3.0951, time 5101.51ms, mfu 26.11%
iter 73250: loss 3.3080, time 5123.35ms, mfu 26.13%
iter 73260: loss 2.9626, time 5134.13ms, mfu 26.14%
iter 73270: loss 3.2597, time 5141.28ms, mfu 26.14%
iter 73280: loss 3.0199, time 5139.80ms, mfu 26.15%
iter 73290: loss 3.1405, time 5165.13ms, mfu 26.14%
iter 73300: loss 3.1937, time 5153.66ms, mfu 26.14%
iter 73310: loss 3.0769, time 5150.33ms, mfu 26.14%
iter 73320: loss 3.1346, time 5146.56ms, mfu 26.14%
iter 73330: loss 3.1153, time 5118.98ms, mfu 26.16%
iter 73340: loss 3.1366, time 5114.81ms, mfu 26.17%
iter 73350: loss 3.0502, time 5143.06ms, mfu 26.18%
iter 73360: loss 3.0666, time 5141.37ms, mfu 26.18%
iter 73370: loss 3.1864, time 5148.19ms, mfu 26.17%
iter 73380: loss 3.3175, time 5167.13ms, mfu 26.16%
iter 73390: loss 3.1011, time 5146.13ms, mfu 26.16%
iter 73400: loss 2.9634, time 5118.75ms, mfu 26.18%
iter 73410: loss 3.1739, time 5125.37ms, mfu 26.19%
iter 73420: loss 2.9287, time 5109.88ms, mfu 26.20%
iter 73430: loss 3.2146, time 5107.24ms, mfu 26.22%
iter 73440: loss 3.2239, time 5123.30ms, mfu 26.23%
iter 73450: loss 3.1171, time 5139.76ms, mfu 26.22%
iter 73460: loss 3.3738, time 5148.54ms, mfu 26.22%
iter 73470: loss 3.1689, time 5153.21ms, mfu 26.21%
iter 73480: loss 3.1203, time 5147.59ms, mfu 26.20%
iter 73490: loss 3.0033, time 5159.31ms, mfu 26.19%
iter 73500: loss 3.2571, time 5149.98ms, mfu 26.19%
iter 73510: loss 3.2102, time 5129.75ms, mfu 26.19%
iter 73520: loss 3.1426, time 5130.54ms, mfu 26.20%
iter 73530: loss 2.8415, time 5121.45ms, mfu 26.21%
iter 73540: loss 3.1758, time 5119.11ms, mfu 26.22%
iter 73550: loss 2.9514, time 5140.53ms, mfu 26.22%
iter 73560: loss 3.2726, time 5129.48ms, mfu 26.22%
iter 73570: loss 3.2328, time 5141.47ms, mfu 26.22%
iter 73580: loss 3.2685, time 5142.87ms, mfu 26.21%
iter 73590: loss 3.1722, time 5149.18ms, mfu 26.21%
iter 73600: loss 3.0791, time 5173.46ms, mfu 26.19%
iter 73610: loss 3.1987, time 5153.05ms, mfu 26.18%
iter 73620: loss 3.1605, time 5141.70ms, mfu 26.18%
iter 73630: loss 3.1560, time 5140.74ms, mfu 26.18%
iter 73640: loss 3.0981, time 5119.25ms, mfu 26.20%
iter 73650: loss 3.2678, time 5115.78ms, mfu 26.21%
iter 73660: loss 3.4589, time 5133.94ms, mfu 26.21%
iter 73670: loss 3.1063, time 5146.99ms, mfu 26.21%
iter 73680: loss 3.1739, time 5142.93ms, mfu 26.20%
iter 73690: loss 3.1162, time 5159.74ms, mfu 26.19%
iter 73700: loss 3.1125, time 5160.06ms, mfu 26.18%
iter 73710: loss 3.0973, time 5169.85ms, mfu 26.17%
iter 73720: loss 3.0772, time 5150.57ms, mfu 26.17%
iter 73730: loss 3.1386, time 5150.62ms, mfu 26.16%
iter 73740: loss 3.1075, time 5126.63ms, mfu 26.17%
iter 73750: loss 3.1633, time 5127.83ms, mfu 26.18%
iter 73760: loss 3.2653, time 5126.07ms, mfu 26.19%
iter 73770: loss 3.1463, time 5125.57ms, mfu 26.20%
iter 73780: loss 3.2202, time 5139.30ms, mfu 26.20%
iter 73790: loss 3.2426, time 5150.77ms, mfu 26.19%
iter 73800: loss 3.2060, time 5163.92ms, mfu 26.18%
iter 73810: loss 3.1945, time 5148.97ms, mfu 26.18%
iter 73820: loss 3.0494, time 5147.39ms, mfu 26.18%
iter 73830: loss 3.1299, time 5132.76ms, mfu 26.18%
iter 73840: loss 3.2128, time 5133.79ms, mfu 26.19%
iter 73850: loss 3.0210, time 5121.68ms, mfu 26.20%
iter 73860: loss 3.1209, time 5116.60ms, mfu 26.21%
iter 73870: loss 3.0150, time 5126.87ms, mfu 26.21%
iter 73880: loss 3.1157, time 5142.90ms, mfu 26.21%
iter 73890: loss 3.3212, time 5152.18ms, mfu 26.20%
iter 73900: loss 3.3081, time 5164.81ms, mfu 26.19%
iter 73910: loss 2.9410, time 5144.44ms, mfu 26.19%
iter 73920: loss 3.0219, time 5124.54ms, mfu 26.20%
iter 73930: loss 3.1910, time 5137.03ms, mfu 26.20%
iter 73940: loss 3.2469, time 5102.71ms, mfu 26.22%
iter 73950: loss 3.1206, time 5103.77ms, mfu 26.23%
iter 73960: loss 3.3054, time 5123.00ms, mfu 26.24%
iter 73970: loss 3.2654, time 5139.82ms, mfu 26.23%
iter 73980: loss 3.1824, time 5140.03ms, mfu 26.23%
iter 73990: loss 3.1835, time 5159.40ms, mfu 26.22%
step 74000: train loss 3.1641, val loss 3.1545
saving checkpoint to out
iter 74000: loss 3.1818, time 30827.36ms, mfu 24.03%
iter 74010: loss 3.2819, time 5118.16ms, mfu 24.26%
iter 74020: loss 3.0219, time 5117.38ms, mfu 24.47%
iter 74030: loss 3.2501, time 5128.62ms, mfu 24.64%
iter 74040: loss 3.2139, time 5142.52ms, mfu 24.80%
iter 74050: loss 3.3388, time 5140.46ms, mfu 24.94%
iter 74060: loss 3.2952, time 5147.48ms, mfu 25.06%
iter 74070: loss 3.3319, time 5163.73ms, mfu 25.16%
iter 74080: loss 3.1744, time 5177.93ms, mfu 25.25%
iter 74090: loss 3.1153, time 5137.84ms, mfu 25.34%
iter 74100: loss 2.9367, time 5142.67ms, mfu 25.43%
iter 74110: loss 3.2057, time 5120.70ms, mfu 25.51%
iter 74120: loss 3.0652, time 5113.95ms, mfu 25.59%
iter 74130: loss 3.1899, time 5092.37ms, mfu 25.68%
iter 74140: loss 3.2708, time 5114.79ms, mfu 25.74%
iter 74150: loss 3.1641, time 5121.46ms, mfu 25.80%
iter 74160: loss 3.0670, time 5130.54ms, mfu 25.84%
iter 74170: loss 2.9735, time 5152.79ms, mfu 25.87%
iter 74180: loss 3.1432, time 5163.96ms, mfu 25.89%
iter 74190: loss 3.0014, time 5155.63ms, mfu 25.92%
iter 74200: loss 3.1909, time 5142.05ms, mfu 25.94%
iter 74210: loss 3.1115, time 5131.51ms, mfu 25.97%
iter 74220: loss 3.1538, time 5120.46ms, mfu 26.00%
iter 74230: loss 3.2791, time 5125.00ms, mfu 26.03%
iter 74240: loss 2.9369, time 5131.75ms, mfu 26.05%
iter 74250: loss 3.1625, time 5132.38ms, mfu 26.07%
iter 74260: loss 3.1064, time 5137.72ms, mfu 26.08%
iter 74270: loss 3.0446, time 5146.54ms, mfu 26.09%
iter 74280: loss 3.1609, time 5161.42ms, mfu 26.09%
iter 74290: loss 3.3035, time 5143.55ms, mfu 26.10%
iter 74300: loss 3.0125, time 5127.73ms, mfu 26.12%
iter 74310: loss 3.2195, time 5115.00ms, mfu 26.14%
iter 74320: loss 2.9801, time 5115.70ms, mfu 26.16%
iter 74330: loss 3.1683, time 5115.61ms, mfu 26.17%
iter 74340: loss 3.0951, time 5128.22ms, mfu 26.18%
iter 74350: loss 3.2056, time 5141.96ms, mfu 26.18%
iter 74360: loss 3.0951, time 5136.23ms, mfu 26.18%
iter 74370: loss 2.8104, time 5148.30ms, mfu 26.18%
iter 74380: loss 3.1346, time 5152.74ms, mfu 26.18%
iter 74390: loss 3.2240, time 5167.59ms, mfu 26.16%
iter 74400: loss 3.1623, time 5140.81ms, mfu 26.17%
iter 74410: loss 3.0804, time 5131.90ms, mfu 26.17%
iter 74420: loss 3.2501, time 5127.24ms, mfu 26.18%
iter 74430: loss 3.2462, time 5095.52ms, mfu 26.21%
iter 74440: loss 3.0302, time 5091.64ms, mfu 26.23%
iter 74450: loss 3.0905, time 5104.71ms, mfu 26.25%
iter 74460: loss 2.9273, time 5112.51ms, mfu 26.26%
iter 74470: loss 3.2277, time 5117.52ms, mfu 26.26%
iter 74480: loss 3.2944, time 5109.16ms, mfu 26.27%
iter 74490: loss 3.0761, time 5116.04ms, mfu 26.27%
iter 74500: loss 3.0252, time 5116.03ms, mfu 26.28%
iter 74510: loss 3.1265, time 5131.16ms, mfu 26.28%
iter 74520: loss 3.1520, time 5129.46ms, mfu 26.27%
iter 74530: loss 2.9832, time 5131.23ms, mfu 26.27%
iter 74540: loss 3.3225, time 5099.73ms, mfu 26.28%
iter 74550: loss 3.1731, time 5071.40ms, mfu 26.31%
iter 74560: loss 3.3368, time 5093.63ms, mfu 26.32%
iter 74570: loss 3.2163, time 5102.89ms, mfu 26.33%
iter 74580: loss 3.4578, time 5106.45ms, mfu 26.33%
iter 74590: loss 3.3239, time 5114.50ms, mfu 26.33%
iter 74600: loss 3.1982, time 5120.77ms, mfu 26.33%
iter 74610: loss 3.2738, time 5110.21ms, mfu 26.33%
iter 74620: loss 3.1835, time 5128.55ms, mfu 26.32%
iter 74630: loss 3.1465, time 5133.48ms, mfu 26.31%
iter 74640: loss 3.2274, time 5119.08ms, mfu 26.31%
iter 74650: loss 3.1403, time 5117.14ms, mfu 26.31%
iter 74660: loss 2.9819, time 5106.06ms, mfu 26.32%
iter 74670: loss 3.2398, time 5080.89ms, mfu 26.34%
iter 74680: loss 3.1545, time 5093.94ms, mfu 26.35%
iter 74690: loss 3.1974, time 5104.56ms, mfu 26.35%
iter 74700: loss 3.1160, time 5110.69ms, mfu 26.35%
iter 74710: loss 3.3547, time 5114.77ms, mfu 26.35%
iter 74720: loss 3.0981, time 5122.07ms, mfu 26.34%
iter 74730: loss 3.1406, time 5134.36ms, mfu 26.33%
iter 74740: loss 2.9693, time 5147.04ms, mfu 26.31%
iter 74750: loss 3.0194, time 5132.91ms, mfu 26.30%
iter 74760: loss 3.1491, time 5112.31ms, mfu 26.31%
iter 74770: loss 3.0835, time 5109.65ms, mfu 26.31%
iter 74780: loss 3.0917, time 5128.73ms, mfu 26.31%
iter 74790: loss 3.0880, time 5144.17ms, mfu 26.29%
iter 74800: loss 3.0702, time 5154.86ms, mfu 26.28%
iter 74810: loss 3.2233, time 5154.62ms, mfu 26.26%
iter 74820: loss 2.9110, time 5154.75ms, mfu 26.25%
iter 74830: loss 3.0904, time 5140.62ms, mfu 26.24%
iter 74840: loss 3.1199, time 5144.55ms, mfu 26.23%
iter 74850: loss 2.9687, time 5122.24ms, mfu 26.24%
iter 74860: loss 3.1321, time 5103.62ms, mfu 26.25%
iter 74870: loss 3.0073, time 5118.60ms, mfu 26.26%
iter 74880: loss 3.5814, time 5116.87ms, mfu 26.27%
iter 74890: loss 3.2975, time 5132.23ms, mfu 26.26%
iter 74900: loss 3.1251, time 5133.62ms, mfu 26.26%
iter 74910: loss 3.1881, time 5158.48ms, mfu 26.24%
iter 74920: loss 3.1342, time 5145.40ms, mfu 26.24%
iter 74930: loss 3.1635, time 5152.84ms, mfu 26.23%
iter 74940: loss 3.2517, time 5137.52ms, mfu 26.22%
iter 74950: loss 3.3246, time 5136.46ms, mfu 26.22%
iter 74960: loss 2.9685, time 5121.24ms, mfu 26.23%
iter 74970: loss 3.0032, time 5078.56ms, mfu 26.26%
iter 74980: loss 3.3519, time 5085.76ms, mfu 26.28%
iter 74990: loss 3.2117, time 5098.52ms, mfu 26.29%
step 75000: train loss 3.1482, val loss 3.1349
saving checkpoint to out
iter 75000: loss 3.2735, time 30901.36ms, mfu 24.10%
iter 75010: loss 3.0801, time 5116.70ms, mfu 24.32%
iter 75020: loss 3.2782, time 5116.75ms, mfu 24.52%
iter 75030: loss 3.1036, time 5125.82ms, mfu 24.70%
iter 75040: loss 3.3160, time 5134.67ms, mfu 24.85%
iter 75050: loss 3.0757, time 5133.18ms, mfu 24.99%
iter 75060: loss 3.3067, time 5137.66ms, mfu 25.11%
iter 75070: loss 3.0924, time 5139.58ms, mfu 25.22%
iter 75080: loss 3.1148, time 5121.94ms, mfu 25.32%
iter 75090: loss 3.1486, time 5074.77ms, mfu 25.45%
iter 75100: loss 3.0887, time 5044.68ms, mfu 25.57%
iter 75110: loss 3.2401, time 5043.78ms, mfu 25.68%
iter 75120: loss 3.1387, time 5025.75ms, mfu 25.79%
iter 75130: loss 3.0858, time 5026.41ms, mfu 25.89%
iter 75140: loss 3.0939, time 5014.33ms, mfu 25.99%
iter 75150: loss 3.1815, time 5017.64ms, mfu 26.07%
iter 75160: loss 3.1914, time 5038.84ms, mfu 26.14%
iter 75170: loss 3.0967, time 5063.90ms, mfu 26.18%
iter 75180: loss 3.0831, time 5092.59ms, mfu 26.21%
iter 75190: loss 3.0186, time 5099.79ms, mfu 26.23%
iter 75200: loss 3.0537, time 5114.00ms, mfu 26.24%
iter 75210: loss 3.0591, time 5104.21ms, mfu 26.25%
iter 75220: loss 3.3039, time 5119.29ms, mfu 26.26%
iter 75230: loss 3.0801, time 5122.81ms, mfu 26.26%
iter 75240: loss 3.1439, time 5133.49ms, mfu 26.26%
iter 75250: loss 3.2350, time 5138.52ms, mfu 26.25%
iter 75260: loss 3.1755, time 5156.40ms, mfu 26.24%
iter 75270: loss 3.2224, time 5157.70ms, mfu 26.23%
iter 75280: loss 3.1910, time 5147.31ms, mfu 26.22%
iter 75290: loss 3.1925, time 5153.81ms, mfu 26.21%
iter 75300: loss 3.2031, time 5156.44ms, mfu 26.20%
iter 75310: loss 3.1411, time 5145.07ms, mfu 26.20%
iter 75320: loss 3.1250, time 5150.93ms, mfu 26.19%
iter 75330: loss 3.2417, time 5115.28ms, mfu 26.20%
iter 75340: loss 3.1203, time 5100.92ms, mfu 26.22%
iter 75350: loss 3.0564, time 5102.95ms, mfu 26.24%
iter 75360: loss 3.0805, time 5118.62ms, mfu 26.25%
iter 75370: loss 3.2202, time 5121.33ms, mfu 26.25%
iter 75380: loss 2.9910, time 5119.69ms, mfu 26.26%
iter 75390: loss 3.1816, time 5124.99ms, mfu 26.26%
iter 75400: loss 3.1350, time 5125.83ms, mfu 26.26%
iter 75410: loss 3.3552, time 5119.52ms, mfu 26.26%
iter 75420: loss 3.1239, time 5133.56ms, mfu 26.26%
iter 75430: loss 2.8692, time 5130.88ms, mfu 26.26%
iter 75440: loss 3.1674, time 5129.01ms, mfu 26.26%
iter 75450: loss 3.1087, time 5099.03ms, mfu 26.27%
iter 75460: loss 3.3295, time 5100.06ms, mfu 26.29%
iter 75470: loss 3.0065, time 5098.84ms, mfu 26.30%
iter 75480: loss 3.1963, time 5106.09ms, mfu 26.31%
iter 75490: loss 3.1390, time 5116.09ms, mfu 26.31%
iter 75500: loss 3.2040, time 5115.78ms, mfu 26.31%
iter 75510: loss 3.1153, time 5111.43ms, mfu 26.31%
iter 75520: loss 3.0093, time 5126.93ms, mfu 26.31%
iter 75530: loss 3.2177, time 5119.49ms, mfu 26.31%
iter 75540: loss 3.1004, time 5124.34ms, mfu 26.30%
iter 75550: loss 3.0069, time 5124.37ms, mfu 26.30%
iter 75560: loss 3.2223, time 5129.03ms, mfu 26.30%
iter 75570: loss 3.1648, time 5128.58ms, mfu 26.29%
iter 75580: loss 3.2087, time 5095.20ms, mfu 26.31%
iter 75590: loss 3.1899, time 5097.31ms, mfu 26.32%
iter 75600: loss 3.0560, time 5106.67ms, mfu 26.32%
iter 75610: loss 3.1897, time 5107.38ms, mfu 26.33%
iter 75620: loss 3.2556, time 5115.62ms, mfu 26.33%
iter 75630: loss 3.1616, time 5118.59ms, mfu 26.32%
iter 75640: loss 3.1238, time 5121.56ms, mfu 26.32%
iter 75650: loss 3.1994, time 5129.73ms, mfu 26.31%
iter 75660: loss 3.2135, time 5122.54ms, mfu 26.31%
iter 75670: loss 3.2220, time 5130.24ms, mfu 26.30%
iter 75680: loss 3.0762, time 5126.39ms, mfu 26.30%
iter 75690: loss 3.1774, time 5142.24ms, mfu 26.29%
iter 75700: loss 3.1583, time 5133.44ms, mfu 26.28%
iter 75710: loss 3.0999, time 5120.34ms, mfu 26.28%
iter 75720: loss 3.2713, time 5128.42ms, mfu 26.28%
iter 75730: loss 3.1312, time 5119.55ms, mfu 26.28%
iter 75740: loss 3.0373, time 5154.78ms, mfu 26.27%
iter 75750: loss 2.9930, time 5127.03ms, mfu 26.27%
iter 75760: loss 3.1642, time 5121.04ms, mfu 26.27%
iter 75770: loss 3.0993, time 5131.74ms, mfu 26.27%
iter 75780: loss 3.2290, time 5127.71ms, mfu 26.27%
iter 75790: loss 2.9640, time 5134.26ms, mfu 26.26%
iter 75800: loss 3.0232, time 5149.25ms, mfu 26.25%
iter 75810: loss 3.0815, time 5151.76ms, mfu 26.24%
iter 75820: loss 3.2394, time 5158.45ms, mfu 26.23%
iter 75830: loss 3.2769, time 5167.11ms, mfu 26.21%
iter 75840: loss 3.2085, time 5163.78ms, mfu 26.20%
iter 75850: loss 2.8788, time 5171.30ms, mfu 26.18%
iter 75860: loss 3.0612, time 5135.47ms, mfu 26.18%
iter 75870: loss 2.9779, time 5136.70ms, mfu 26.19%
iter 75880: loss 3.1561, time 5118.36ms, mfu 26.20%
iter 75890: loss 2.9791, time 5128.32ms, mfu 26.20%
iter 75900: loss 3.0590, time 5134.53ms, mfu 26.21%
iter 75910: loss 3.1295, time 5147.62ms, mfu 26.20%
iter 75920: loss 3.2608, time 5169.02ms, mfu 26.19%
iter 75930: loss 2.9668, time 5146.95ms, mfu 26.18%
iter 75940: loss 3.1821, time 5178.74ms, mfu 26.17%
iter 75950: loss 3.2550, time 5157.24ms, mfu 26.16%
iter 75960: loss 3.0756, time 5158.73ms, mfu 26.15%
iter 75970: loss 3.1273, time 5138.38ms, mfu 26.16%
iter 75980: loss 3.0528, time 5138.48ms, mfu 26.16%
iter 75990: loss 2.9589, time 5127.03ms, mfu 26.17%
step 76000: train loss 3.1546, val loss 3.1448
saving checkpoint to out
iter 76000: loss 3.1521, time 30843.71ms, mfu 23.99%
iter 76010: loss 3.1794, time 5126.85ms, mfu 24.22%
iter 76020: loss 3.3055, time 5142.90ms, mfu 24.42%
iter 76030: loss 3.2420, time 5147.38ms, mfu 24.59%
iter 76040: loss 3.0511, time 5151.54ms, mfu 24.75%
iter 76050: loss 3.1229, time 5158.13ms, mfu 24.88%
iter 76060: loss 3.2371, time 5159.03ms, mfu 25.00%
iter 76070: loss 3.2584, time 5171.27ms, mfu 25.11%
iter 76080: loss 3.1890, time 5161.70ms, mfu 25.20%
iter 76090: loss 2.9598, time 5135.84ms, mfu 25.31%
iter 76100: loss 3.2079, time 5132.66ms, mfu 25.40%
iter 76110: loss 3.1906, time 5125.37ms, mfu 25.49%
iter 76120: loss 3.0534, time 5123.34ms, mfu 25.57%
iter 76130: loss 3.2663, time 5147.63ms, mfu 25.62%
iter 76140: loss 3.0857, time 5157.02ms, mfu 25.67%
iter 76150: loss 2.9639, time 5162.45ms, mfu 25.71%
iter 76160: loss 2.7268, time 5154.00ms, mfu 25.76%
